cancer_type,gene,cancer_type,genomic_dna_change,cancer_type
leukemia,          "symbol": "BANK1", leukemia,  "genomic_dna_change": "chr4:g.101830075C>T", leukemia,
leukemia,          "symbol": "RALGAPA1", leukemia,  "genomic_dna_change": "chr14:g.35627757G>A", leukemia,
leukemia,          "symbol": "LRP1", leukemia,  "genomic_dna_change": "chr12:g.57206681G>A", leukemia,
leukemia,          "symbol": "SND1", leukemia,  "genomic_dna_change": "chr7:g.127701247T>C", leukemia,
leukemia,          "symbol": "ABCC5", leukemia,  "genomic_dna_change": "chr3:g.183951551G>A", leukemia,
leukemia,          "symbol": "PTGS1", leukemia,  "genomic_dna_change": "chr9:g.122371140G>A", leukemia,
leukemia,          "symbol": "SKP1", leukemia,  "genomic_dna_change": "chr5:g.134157954T>C", leukemia,
leukemia,          "symbol": "CACNA1E", leukemia,  "genomic_dna_change": "chr1:g.181580753G>T", leukemia,
leukemia,          "symbol": "EPB41L4B", leukemia,  "genomic_dna_change": "chr9:g.109203729C>T", leukemia,
leukemia,          "symbol": "PCBP1", leukemia,  "genomic_dna_change": "chr2:g.70087972G>T", leukemia,
leukemia,          "symbol": "GNAI2", leukemia,  "genomic_dna_change": "chr3:g.50253029C>T", leukemia,
leukemia,          "symbol": "IL33", leukemia,  "genomic_dna_change": "chr9:g.6256088A>T", leukemia,
leukemia,          "symbol": "PAXBP1", leukemia,  "genomic_dna_change": "chr21:g.32745588A>C", leukemia,
leukemia,          "symbol": "VPS13C", leukemia,  "genomic_dna_change": "chr15:g.61917340C>A", leukemia,
leukemia,          "symbol": "SEC14L4", leukemia,  "genomic_dna_change": "chr22:g.30490272G>A", leukemia,
leukemia,          "symbol": "UGT2B7", leukemia,  "genomic_dna_change": "chr4:g.69096742T>G", leukemia,
leukemia,          "symbol": "SHKBP1", leukemia,  "genomic_dna_change": "chr19:g.40586864G>T", leukemia,
leukemia,          "symbol": "MUT", leukemia,  "genomic_dna_change": "chr6:g.49451606T>C", leukemia,
leukemia,          "symbol": "EP400", leukemia,  "genomic_dna_change": "chr12:g.132006778C>T", leukemia,
leukemia,          "symbol": "CYP2B6", leukemia,  "genomic_dna_change": "chr19:g.41010079C>T", leukemia,
leukemia,          "symbol": "MROH9", leukemia,  "genomic_dna_change": "chr1:g.170995455C>T", leukemia,
leukemia,          "symbol": "RABGAP1", leukemia,  "genomic_dna_change": "chr9:g.122998715G>A", leukemia,
leukemia,          "symbol": "ABCA13", leukemia,  "genomic_dna_change": "chr7:g.48275164G>A", leukemia,
leukemia,          "symbol": "BMS1P15", leukemia,  "genomic_dna_change": "chr15:g.20157603C>G", leukemia,
leukemia,          "symbol": "ATG2B", leukemia,  "genomic_dna_change": "chr14:g.96322724T>C", leukemia,
leukemia,          "symbol": "VARS2", leukemia,  "genomic_dna_change": "chr6:g.30919830C>T", leukemia,
leukemia,          "symbol": "ACBD5", leukemia,  "genomic_dna_change": "chr10:g.27240461G>A", leukemia,
leukemia,          "symbol": "CHAD", leukemia,  "genomic_dna_change": "chr17:g.50468533G>A", leukemia,
leukemia,          "symbol": "HCN3", leukemia,  "genomic_dna_change": "chr1:g.155282597T>C", leukemia,
leukemia,          "symbol": "CADM3", leukemia,  "genomic_dna_change": "chr1:g.159200850C>T", leukemia,
leukemia,          "symbol": "NIN", leukemia,  "genomic_dna_change": "chr14:g.50792784A>C", leukemia,
leukemia,          "symbol": "TRIM5", leukemia,  "genomic_dna_change": "chr11:g.5665475G>A", leukemia,
leukemia,          "symbol": "EPHB2", leukemia,  "genomic_dna_change": "chr1:g.22864953C>T", leukemia,
leukemia,          "symbol": "ZNF84", leukemia,  "genomic_dna_change": "chr12:g.133058417_133058418insA", leukemia,
leukemia,          "symbol": "ZNF786", leukemia,  "genomic_dna_change": "chr7:g.149070213delA", leukemia,
leukemia,          "symbol": "SAT1", leukemia,  "genomic_dna_change": "chrX:g.23783324G>A", leukemia,
leukemia,          "symbol": "ZNF32", leukemia,  "genomic_dna_change": "chr10:g.43644574T>C", leukemia,
leukemia,          "symbol": "BANK1", leukemia,  "genomic_dna_change": "chr4:g.101830074delA", leukemia,
leukemia,          "symbol": "RBM33", leukemia,  "genomic_dna_change": "chr7:g.155745245T>G", leukemia,
leukemia,          "symbol": "MOSPD3", leukemia,  "genomic_dna_change": "chr7:g.100613493G>A", leukemia,
leukemia,          "symbol": "PDCD6IP", leukemia,  "genomic_dna_change": "chr3:g.33864052C>T", leukemia,
leukemia,          "symbol": "PDS5A", leukemia,  "genomic_dna_change": "chr4:g.39849635A>G", leukemia,
leukemia,          "symbol": "UGT2A3", leukemia,  "genomic_dna_change": "chr4:g.68929949C>A", leukemia,
leukemia,          "symbol": "RYR3", leukemia,  "genomic_dna_change": "chr15:g.33696469T>C", leukemia,
leukemia,          "symbol": "AMPH", leukemia,  "genomic_dna_change": "chr7:g.38491110T>A", leukemia,
leukemia,          "symbol": "TRAF7", leukemia,  "genomic_dna_change": "chr16:g.2175567G>A", leukemia,
leukemia,          "symbol": "WDR38", leukemia,  "genomic_dna_change": "chr9:g.124857889C>A", leukemia,
leukemia,          "symbol": "MLF2", leukemia,  "genomic_dna_change": "chr12:g.6750257C>T", leukemia,
leukemia,          "symbol": "MYF5", leukemia,  "genomic_dna_change": "chr12:g.80717027C>T", leukemia,
leukemia,          "symbol": "HS3ST3A1", leukemia,  "genomic_dna_change": "chr17:g.13496624G>A", leukemia,
