cancer_type,gene,cancer_type,genomic_dna_change,cancer_type
leukemia,          "symbol": "CYFIP1", leukemia,  "genomic_dna_change": "chr15:g.22933873T>G", leukemia,
leukemia,          "symbol": "SCN5A", leukemia,  "genomic_dna_change": "chr3:g.38581207G>T", leukemia,
leukemia,          "symbol": "PLEKHA7", leukemia,  "genomic_dna_change": "chr11:g.16817018C>A", leukemia,
leukemia,          "symbol": "TACC2", leukemia,  "genomic_dna_change": "chr10:g.122210333A>G", leukemia,
leukemia,          "symbol": "SNX1", leukemia,  "genomic_dna_change": "chr15:g.64131730G>T", leukemia,
leukemia,          "symbol": "PDE1A", leukemia,  "genomic_dna_change": "chr2:g.182240192C>A", leukemia,
leukemia,          "symbol": "SEMA5B", leukemia,  "genomic_dna_change": "chr3:g.122948682G>T", leukemia,
leukemia,          "symbol": "RP11-707O23.5", leukemia,  "genomic_dna_change": "chr17:g.45601020T>A", leukemia,
leukemia,          "symbol": "SIRPA", leukemia,  "genomic_dna_change": "chr20:g.1924802G>T", leukemia,
leukemia,          "symbol": "TEX101", leukemia,  "genomic_dna_change": "chr19:g.43418202T>C", leukemia,
leukemia,          "symbol": "SASH1", leukemia,  "genomic_dna_change": "chr6:g.148544108C>T", leukemia,
leukemia,          "symbol": "RASGRP1", leukemia,  "genomic_dna_change": "chr15:g.38507855G>T", leukemia,
leukemia,          "symbol": "COL4A4", leukemia,  "genomic_dna_change": "chr2:g.227144522T>C", leukemia,
leukemia,          "symbol": "CDHR3", leukemia,  "genomic_dna_change": "chr7:g.106015995T>A", leukemia,
leukemia,          "symbol": "SLCO2A1", leukemia,  "genomic_dna_change": "chr3:g.133955175T>A", leukemia,
leukemia,          "symbol": "CNTNAP3", leukemia,  "genomic_dna_change": "chr9:g.39118248G>T", leukemia,
leukemia,          "symbol": "SUN3", leukemia,  "genomic_dna_change": "chr7:g.48007180G>A", leukemia,
leukemia,          "symbol": "SCN3A", leukemia,  "genomic_dna_change": "chr2:g.165092431T>A", leukemia,
leukemia,          "symbol": "ATP2C2", leukemia,  "genomic_dna_change": "chr16:g.84463784G>C", leukemia,
leukemia,          "symbol": "SVIL", leukemia,  "genomic_dna_change": "chr10:g.29523782C>T", leukemia,
leukemia,          "symbol": "RNF213", leukemia,  "genomic_dna_change": "chr17:g.80346402C>T", leukemia,
leukemia,          "symbol": "SETBP1", leukemia,  "genomic_dna_change": "chr18:g.44950033C>A", leukemia,
leukemia,          "symbol": "ADAT3", leukemia,  "genomic_dna_change": "chr19:g.1913035G>T", leukemia,
leukemia,          "symbol": "OR4K1", leukemia,  "genomic_dna_change": "chr14:g.19936177delC", leukemia,
leukemia,          "symbol": "SH2D4B", leukemia,  "genomic_dna_change": "chr10:g.80643993G>C", leukemia,
leukemia,          "symbol": "SOX13", leukemia,  "genomic_dna_change": "chr1:g.204112999G>T", leukemia,
leukemia,          "symbol": "CCNO", leukemia,  "genomic_dna_change": "chr5:g.55231511C>G", leukemia,
leukemia,          "symbol": "FAM21C", leukemia,  "genomic_dna_change": "chr10:g.45787186G>T", leukemia,
leukemia,          "symbol": "XIRP2", leukemia,  "genomic_dna_change": "chr2:g.167210800G>T", leukemia,
leukemia,          "symbol": "MYH10", leukemia,  "genomic_dna_change": "chr17:g.8490424C>A", leukemia,
leukemia,          "symbol": "MUC17", leukemia,  "genomic_dna_change": "chr7:g.101053371G>A", leukemia,
leukemia,          "symbol": "ZSCAN5B", leukemia,  "genomic_dna_change": "chr19:g.56190236C>A", leukemia,
leukemia,          "symbol": "RASGRP1", leukemia,  "genomic_dna_change": "chr15:g.38507833T>C", leukemia,
leukemia,          "symbol": "NBAS", leukemia,  "genomic_dna_change": "chr2:g.15417677C>A", leukemia,
leukemia,          "symbol": "CCDC151", leukemia,  "genomic_dna_change": "chr19:g.11430725G>C", leukemia,
leukemia,          "symbol": "SLC9C2", leukemia,  "genomic_dna_change": "chr1:g.173600119C>T", leukemia,
leukemia,          "symbol": "LYST", leukemia,  "genomic_dna_change": "chr1:g.235664594C>A", leukemia,
leukemia,          "symbol": "IVL", leukemia,  "genomic_dna_change": "chr1:g.152911200A>T", leukemia,
leukemia,          "symbol": "KLC2", leukemia,  "genomic_dna_change": "chr11:g.66263676A>T", leukemia,
leukemia,          "symbol": "ZNRF2", leukemia,  "genomic_dna_change": "chr7:g.30372449C>T", leukemia,
leukemia,          "symbol": "PRX", leukemia,  "genomic_dna_change": "chr19:g.40396474G>T", leukemia,
leukemia,          "symbol": "CHST6", leukemia,  "genomic_dna_change": "chr16:g.75479221T>A", leukemia,
leukemia,          "symbol": "MOCS1", leukemia,  "genomic_dna_change": "chr6:g.39916171C>A", leukemia,
leukemia,          "symbol": "ANK3", leukemia,  "genomic_dna_change": "chr10:g.60069365C>A", leukemia,
leukemia,          "symbol": "TDRD7", leukemia,  "genomic_dna_change": "chr9:g.97480852C>G", leukemia,
leukemia,          "symbol": "PDZRN4", leukemia,  "genomic_dna_change": "chr12:g.41572399C>T", leukemia,
leukemia,          "symbol": "SPATA31D1", leukemia,  "genomic_dna_change": "chr9:g.81991095G>T", leukemia,
leukemia,          "symbol": "PKN3", leukemia,  "genomic_dna_change": "chr9:g.128713186G>T", leukemia,
leukemia,          "symbol": "EFS", leukemia,  "genomic_dna_change": "chr14:g.23359648T>A", leukemia,
leukemia,          "symbol": "COL6A3", leukemia,  "genomic_dna_change": "chr2:g.237354921C>T", leukemia,
leukemia,          "symbol": "POLG", leukemia,  "genomic_dna_change": "chr15:g.89327276C>A", leukemia,
leukemia,          "symbol": "OR8G1", leukemia,  "genomic_dna_change": "chr11:g.124249792G>T", leukemia,
leukemia,          "symbol": "SPRR2A", leukemia,  "genomic_dna_change": "chr1:g.153056447A>G", leukemia,
leukemia,          "symbol": "LMF2", leukemia,  "genomic_dna_change": "chr22:g.50505691C>A", leukemia,
leukemia,          "symbol": "TLE3", leukemia,  "genomic_dna_change": "chr15:g.70050109C>T", leukemia,
leukemia,          "symbol": "IRF2BPL", leukemia,  "genomic_dna_change": "chr14:g.77025866C>G", leukemia,
leukemia,          "symbol": "CDC20B", leukemia,  "genomic_dna_change": "chr5:g.55124844C>A", leukemia,
leukemia,          "symbol": "CLIP2", leukemia,  "genomic_dna_change": "chr7:g.74353909G>T", leukemia,
leukemia,          "symbol": "RASAL3", leukemia,  "genomic_dna_change": "chr19:g.15461240G>T", leukemia,
leukemia,          "symbol": "SNORD116-28", leukemia,  "genomic_dna_change": "chr15:g.25104693T>C", leukemia,
leukemia,          "symbol": "BIRC6", leukemia,  "genomic_dna_change": "chr2:g.32508096G>C", leukemia,
leukemia,          "symbol": "OR2T4", leukemia,  "genomic_dna_change": "chr1:g.248362177C>T", leukemia,
leukemia,          "symbol": "ZNF613", leukemia,  "genomic_dna_change": "chr19:g.51945153G>C", leukemia,
leukemia,          "symbol": "PHOX2A", leukemia,  "genomic_dna_change": "chr11:g.72241235C>G", leukemia,
leukemia,          "symbol": "RFX6", leukemia,  "genomic_dna_change": "chr6:g.116925594C>A", leukemia,
leukemia,          "symbol": "CLCA2", leukemia,  "genomic_dna_change": "chr1:g.86425470T>A", leukemia,
leukemia,          "symbol": "TXNRD1", leukemia,  "genomic_dna_change": "chr12:g.104319012A>G", leukemia,
leukemia,          "symbol": "PRRC2B", leukemia,  "genomic_dna_change": "chr9:g.131464775G>T", leukemia,
leukemia,          "symbol": "UNC93A", leukemia,  "genomic_dna_change": "chr6:g.167315355G>T", leukemia,
leukemia,          "symbol": "SEMA3A", leukemia,  "genomic_dna_change": "chr7:g.84005344C>A", leukemia,
leukemia,          "symbol": "RNF5P1", leukemia,  "genomic_dna_change": "chr8:g.38600912G>T", leukemia,
leukemia,          "symbol": "NWD1", leukemia,  "genomic_dna_change": "chr19:g.16759282G>T", leukemia,
leukemia,          "symbol": "COL4A4", leukemia,  "genomic_dna_change": "chr2:g.227109223C>A", leukemia,
leukemia,          "symbol": "PCDHGB7", leukemia,  "genomic_dna_change": "chr5:g.141418654G>T", leukemia,
leukemia,          "symbol": "TSHZ3", leukemia,  "genomic_dna_change": "chr19:g.31277374G>T", leukemia,
leukemia,          "symbol": "UTP20", leukemia,  "genomic_dna_change": "chr12:g.101373747A>G", leukemia,
leukemia,          "symbol": "ARAP3", leukemia,  "genomic_dna_change": "chr5:g.141656616C>A", leukemia,
