cancer_type,gene,cancer_type,genomic_dna_change,cancer_type
leukemia,          "symbol": "HTR3A", leukemia,  "genomic_dna_change": "chr11:g.113989518C>T", leukemia,
leukemia,          "symbol": "UBL7", leukemia,  "genomic_dna_change": "chr15:g.74458727A>G", leukemia,
leukemia,          "symbol": "CXADRP3", leukemia,  "genomic_dna_change": "chr18:g.14478283C>T", leukemia,
leukemia,          "symbol": "HACE1", leukemia,  "genomic_dna_change": "chr6:g.104784988G>A", leukemia,
leukemia,          "symbol": "LAMA3", leukemia,  "genomic_dna_change": "chr18:g.23822320C>T", leukemia,
leukemia,          "symbol": "SLC12A3", leukemia,  "genomic_dna_change": "chr16:g.56894556C>T", leukemia,
leukemia,          "symbol": "PCDHA8", leukemia,  "genomic_dna_change": "chr5:g.140842255C>T", leukemia,
leukemia,          "symbol": "OR51A4", leukemia,  "genomic_dna_change": "chr11:g.4946493A>G", leukemia,
leukemia,          "symbol": "NLGN3", leukemia,  "genomic_dna_change": "chrX:g.71169387C>T", leukemia,
leukemia,          "symbol": "YME1L1", leukemia,  "genomic_dna_change": "chr10:g.27122907C>A", leukemia,
leukemia,          "symbol": "KLK15", leukemia,  "genomic_dna_change": "chr19:g.50827044G>A", leukemia,
leukemia,          "symbol": "PLCG1", leukemia,  "genomic_dna_change": "chr20:g.41173744G>A", leukemia,
leukemia,          "symbol": "LETM2", leukemia,  "genomic_dna_change": "chr8:g.38392923C>T", leukemia,
leukemia,          "symbol": "CXorf57", leukemia,  "genomic_dna_change": "chrX:g.106612062G>A", leukemia,
leukemia,          "symbol": "USP34", leukemia,  "genomic_dna_change": "chr2:g.61241575C>T", leukemia,
leukemia,          "symbol": "EPG5", leukemia,  "genomic_dna_change": "chr18:g.45916180G>A", leukemia,
leukemia,          "symbol": "ATRX", leukemia,  "genomic_dna_change": "chrX:g.77508578A>T", leukemia,
leukemia,          "symbol": "SRSF11", leukemia,  "genomic_dna_change": "chr1:g.70221838G>A", leukemia,
leukemia,          "symbol": "DPP3", leukemia,  "genomic_dna_change": "chr11:g.66509149C>T", leukemia,
leukemia,          "symbol": "COL17A1", leukemia,  "genomic_dna_change": "chr10:g.104043555C>T", leukemia,
leukemia,          "symbol": "STAG3", leukemia,  "genomic_dna_change": "chr7:g.100198104G>A", leukemia,
leukemia,          "symbol": "CACNA1F", leukemia,  "genomic_dna_change": "chrX:g.49231714G>A", leukemia,
leukemia,          "symbol": "LGSN", leukemia,  "genomic_dna_change": "chr6:g.63279887delA", leukemia,
leukemia,          "symbol": "FAM83G", leukemia,  "genomic_dna_change": "chr17:g.18978297C>T", leukemia,
leukemia,          "symbol": "ADGRF4", leukemia,  "genomic_dna_change": "chr6:g.47712423C>T", leukemia,
leukemia,          "symbol": "LAMA3", leukemia,  "genomic_dna_change": "chr18:g.23822319A>T", leukemia,
leukemia,          "symbol": "OR2T3", leukemia,  "genomic_dna_change": "chr1:g.248473763C>T", leukemia,
leukemia,          "symbol": "GPRASP1", leukemia,  "genomic_dna_change": "chrX:g.102654546A>G", leukemia,
